00301082012B                                                                                                                                                                                                                                                                                                                                                                                                   
enteteLigne=>1|numClient=>   28956|nomClient=>RAMA                          |prenomClient=>HIND                          |dateNaisClient=>01011999|numCinClient=>S4545       |typeClient=>P|adrClient1=>SDGFSD                        |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13051408                |population=>3023   |numContratFiliale=>CI121000915|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>10042010|dureeSousc=>300|primeAssurance=>000000019106|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0600|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>30052010|dateDerEch=>30042035|capitalRestantDu=>000057548808|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>rue 15 apt5 taz               |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CI111000511|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>06032011|dureeSousc=>072|primeAssurance=>000000003403|tauxAssurance=>0033200|montantCredit=>000013000000|tauxEmprunt=>0390|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032017|capitalRestantDu=>000010251206|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   62300|nomClient=>AAMOUM                        |prenomClient=>MOHAMMED                      |dateNaisClient=>01011985|numCinClient=>XW9002      |typeClient=>P|adrClient1=>AVENUE MED V                  |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005686                |population=>3023   |numContratFiliale=>CI111000753|codeProduit=>0000002|codePhase=>P300|modePaiement=>U|periodicite=>M|typeConvention=>X|dateEffet=>01102011|dureeSousc=>300|primeAssurance=>000032631600|tauxAssurance=>0043860|montantCredit=>000060000000|tauxEmprunt=>0420|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15112011|dateDerEch=>15102036|capitalRestantDu=>000058915352|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0005000|filer=>                                                                                 
enteteLigne=>1|numClient=>99999999|nomClient=>EL YOUSFI                     |prenomClient=>BRAHIM                        |dateNaisClient=>17011994|numCinClient=>DA80448     |typeClient=>P|adrClient1=>Casablanca Tama               |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005664                |population=>3023   |numContratFiliale=>CI111000510|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>01012010|dureeSousc=>123|primeAssurance=>000000007862|tauxAssurance=>0033200|montantCredit=>000030000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>31012010|dateDerEch=>31032020|capitalRestantDu=>000023681486|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>HADDAOUI                      |prenomClient=>MUSTAPHA                      |dateNaisClient=>01011990|numCinClient=>QD1100      |typeClient=>P|adrClient1=>rue 15 apt5 taz               |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CC111000485|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>06032011|dureeSousc=>084|primeAssurance=>000000000079|tauxAssurance=>0022700|montantCredit=>000005000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032018|capitalRestantDu=>000004185778|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   12222|nomClient=>ASKARI                        |prenomClient=>FATIMA                        |dateNaisClient=>01011987|numCinClient=>A3000       |typeClient=>P|adrClient1=>res maamoura 12               |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005662                |population=>3023   |numContratFiliale=>CC111000483|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>06032011|dureeSousc=>084|primeAssurance=>000000000079|tauxAssurance=>0022700|montantCredit=>000005000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032018|capitalRestantDu=>000004185778|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  114420|nomClient=>AAMOUM                        |prenomClient=>MOHAMMED                      |dateNaisClient=>01011980|numCinClient=>ZZ222       |typeClient=>P|adrClient1=>NUM 10 APPT 15                |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005684                |population=>3023   |numContratFiliale=>CC111000489|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>05032011|dureeSousc=>075|primeAssurance=>000000000145|tauxAssurance=>0027300|montantCredit=>000007500000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>003|date1Ech=>15042011|dateDerEch=>15062017|capitalRestantDu=>000006394217|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  010236|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>01011990|numCinClient=>QQ3322      |typeClient=>P|adrClient1=>QSDQSD                        |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005647                |population=>3023   |numContratFiliale=>CC121000888|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>30112010|dureeSousc=>096|primeAssurance=>000000000047|tauxAssurance=>0022700|montantCredit=>000003000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15122010|dateDerEch=>15112018|capitalRestantDu=>000002465911|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  013111|nomClient=>AALAM                         |prenomClient=>HAMZA                         |dateNaisClient=>11091990|numCinClient=>AD25956     |typeClient=>P|adrClient1=>                              |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005847                |population=>3023   |numContratFiliale=>CI111000402|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>20062010|dureeSousc=>303|primeAssurance=>000000019053|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>20092010|dateDerEch=>20112035|capitalRestantDu=>000057387418|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>rue 15 apt5 taz               |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CI111000526|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>07032011|dureeSousc=>129|primeAssurance=>000000006707|tauxAssurance=>0033200|montantCredit=>000027700000|tauxEmprunt=>0390|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15122021|capitalRestantDu=>000020200599|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>rue 15 apt5 taz               |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CI111000520|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>06032011|dureeSousc=>120|primeAssurance=>000000004702|tauxAssurance=>0033200|montantCredit=>000016000000|tauxEmprunt=>0390|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032021|capitalRestantDu=>000014162212|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  015230|nomClient=>EL GHAZI                      |prenomClient=>NABIL                         |dateNaisClient=>10061980|numCinClient=>WQ9452      |typeClient=>P|adrClient1=>RABAT RABAT                   |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13049929                |population=>3023   |numContratFiliale=>CI111000762|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>01112011|dureeSousc=>300|primeAssurance=>000000019615|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0420|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15122011|dateDerEch=>15112036|capitalRestantDu=>000059080425|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  526412|nomClient=>HADDAOUI                      |prenomClient=>MUSTAPHA                      |dateNaisClient=>01011991|numCinClient=>DD55500     |typeClient=>P|adrClient1=>                              |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005654                |population=>3023   |numContratFiliale=>CI101000227|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>15012010|dureeSousc=>300|primeAssurance=>000000009232|tauxAssurance=>0033200|montantCredit=>000030000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>01022010|dateDerEch=>01012035|capitalRestantDu=>000027805796|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  652417|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>01011990|numCinClient=>QQ3322      |typeClient=>P|adrClient1=>                              |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005647                |population=>3023   |numContratFiliale=>CI101000226|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>01022010|dureeSousc=>100|primeAssurance=>000000015933|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>01032010|dateDerEch=>01062018|capitalRestantDu=>000047991563|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  215487|nomClient=>EL YOUSFI                     |prenomClient=>BRAHIM                        |dateNaisClient=>01011960|numCinClient=>DA80448     |typeClient=>P|adrClient1=>Casablanca                    |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005649                |population=>3023   |numContratFiliale=>CI111000763|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>01012010|dureeSousc=>120|primeAssurance=>000000015158|tauxAssurance=>0033200|montantCredit=>000060000000|tauxEmprunt=>0227|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>31012010|dateDerEch=>31122019|capitalRestantDu=>000045656204|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>    1234|nomClient=>AJDID                         |prenomClient=>TARIK                         |dateNaisClient=>01011980|numCinClient=>EZ22110     |typeClient=>P|adrClient1=>res maamora                   |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005659                |population=>3023   |numContratFiliale=>CC111000352|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>28012011|dureeSousc=>061|primeAssurance=>000000000074|tauxAssurance=>0027300|montantCredit=>000004500000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15022011|dateDerEch=>15022016|capitalRestantDu=>000003270387|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  020145|nomClient=>AJDID                         |prenomClient=>TARIK                         |dateNaisClient=>05091986|numCinClient=>AD141952    |typeClient=>P|adrClient1=>casa                          |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005669                |population=>3023   |numContratFiliale=>CC111000353|codeProduit=>0000002|codePhase=>P117|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>11012011|dureeSousc=>121|primeAssurance=>000000000459|tauxAssurance=>0022700|montantCredit=>000027000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15032011|dateDerEch=>15032021|capitalRestantDu=>000027000000|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>rue 15 apt5 taza              |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CC111000591|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>12032011|dureeSousc=>121|primeAssurance=>000000000255|tauxAssurance=>0022700|montantCredit=>000015000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15042021|capitalRestantDu=>000013469560|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  018030|nomClient=>AJDID                         |prenomClient=>TARIK                         |dateNaisClient=>08091977|numCinClient=>DF45236     |typeClient=>P|adrClient1=>SIDI BOUKNADEL                |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005669                |population=>3023   |numContratFiliale=>CC111000350|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>08122010|dureeSousc=>121|primeAssurance=>000000000040|tauxAssurance=>0027300|montantCredit=>000002000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15012011|dateDerEch=>15012021|capitalRestantDu=>000001753451|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  012478|nomClient=>AIT BOURJ                     |prenomClient=>EL HABIB                      |dateNaisClient=>09051986|numCinClient=>DR94526     |typeClient=>P|adrClient1=>rue 15 apt5 taza              |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005678                |population=>3023   |numContratFiliale=>CC111000593|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>12032011|dureeSousc=>121|primeAssurance=>000000000199|tauxAssurance=>0022700|montantCredit=>000015000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15042021|capitalRestantDu=>000010537738|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>  020145|nomClient=>OUASSINI                      |prenomClient=>MOHAMED                       |dateNaisClient=>15021970|numCinClient=>WX0023      |typeClient=>P|adrClient1=>CASA                          |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005682                |population=>3023   |numContratFiliale=>CC111000357|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>31012011|dureeSousc=>121|primeAssurance=>000000000064|tauxAssurance=>0027300|montantCredit=>000006725000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15022011|dateDerEch=>15022021|capitalRestantDu=>000002815347|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
enteteLigne=>1|numClient=>   11111|nomClient=>AJDID                         |prenomClient=>TARIK                         |dateNaisClient=>01011960|numCinClient=>AW1100      |typeClient=>P|adrClient1=>res maamora                   |adrClient2=>                              |codePostal=>          |codeVille=>   |codePays=>MA |numCompteClient=>13005660                |population=>3023   |numContratFiliale=>CC111000478|codeProduit=>0000002|codePhase=>P300|modePaiement=>P|periodicite=>M|typeConvention=>X|dateEffet=>06032011|dureeSousc=>120|primeAssurance=>000000002064|tauxAssurance=>0137200|montantCredit=>000020000000|tauxEmprunt=>0450|typeTauxEmprunt=>F|pourcentageEmprunt=>100|dureeDiffere=>000|date1Ech=>15042011|dateDerEch=>15032021|capitalRestantDu=>000018053372|codeRejet=>  |codeReseau=>ABB |dureeReport=>000|tauxSurprime=>0000000|filer=>                                                                                 
